OBJECTID,ASSETID,LIFECYCLESTATUS,SERVICEAREA,STATICPRESSURE,LATITUDE,LONGITUDE,NEIGHBORHOOD
554,1367094,AC,CE,79,39.1002842641391,-84.5542194616762,LOWER PRICE HILL
555,324624,AC,EH,122,39.2651660424059,-84.4779541160937,N/A
556,344379,AB,CE,60,39.1113825626495,-84.5207870824425,WEST END
557,322678,AC,WH,59,39.2842335878003,-84.531891403182,N/A
558,344206,AC,CG,88,39.1156607852202,-84.3271995687975,N/A
559,376726,AC,MN,85,39.3782994921906,-84.2942728270808,N/A
560,396725,AC,MS,88,39.3338842996612,-84.3017720426023,N/A
561,335545,AC,WH,93,39.1705455671744,-84.6265493227982,N/A
562,329852,AC,WH,68,39.2162613661511,-84.6106135801524,N/A
563,333448,AC,EH,114,39.19149543557,-84.5176974628835,WINTON HILLS
564,325250,AC,EH,166,39.2599848993936,-84.4232523902726,N/A
565,346037,AC,WH,94,39.0994277989996,-84.5676361381443,EAST PRICE HILL
566,377371,AC,MN,56,39.3647714546408,-84.314870770308,N/A
567,345895,AC,WH,80,39.0994784079418,-84.6299171055113,N/A
568,548176,AC,WH,67,39.1108710407038,-84.5728026416357,EAST PRICE HILL
569,342599,AC,CE,65,39.1235839368255,-84.4569664086305,EAST END
570,364237,AB,EH,100,39.2359118058026,-84.4116263520972,N/A
571,325239,AC,WH,113,39.256068232139,-84.653797033722,N/A
572,509926,AC,WH,72,39.2297110217688,-84.6182989031375,N/A
573,343497,AC,CE,80,39.1181958565259,-84.4432144300545,EAST END
574,333719,AC,WH,102,39.1868479784649,-84.6689299380302,N/A
575,368864,AC,BR,66,39.2583890440916,-84.3745802662663,N/A
576,1314218,AC,CE,60,39.1114494234385,-84.5190013766034,OVER-THE-RHINE
577,532912,AC,WH,74,39.2201000153734,-84.568321037903,N/A
578,323221,AC,CR,69,39.2756347262166,-84.6998635951734,N/A
579,341645,AC,EH,113,39.1303330687735,-84.4346276201025,HYDE PARK
580,321472,AC,EH,154,39.2962075943457,-84.4282291379611,N/A
581,333880,AC,WH,106,39.1856446238224,-84.6611529416506,N/A
582,321027,AC,WH,126,39.3003725630774,-84.555372273541,N/A
583,333839,AC,EH,45,39.1902415160224,-84.4176192112489,KENNEDY HEIGHTS
584,322376,AC,WH,103,39.2870953409561,-84.499949231727,N/A
585,327763,AC,WH,69,39.2341063601025,-84.6658290749745,N/A
586,329687,AC,WH,120,39.2175678732736,-84.6314357145962,N/A
587,336269,AC,WH,55,39.1642515752164,-84.6232395063015,N/A
588,1998289,AC,EH,167,39.167295750559,-84.498192935417,N/A
589,483205,AC,WH,77,39.1817312836696,-84.7081647237289,N/A
590,340490,AC,EH,116,39.1369100715658,-84.5296573477198,CUF
591,331479,AC,WH,61,39.2048294528674,-84.6110869000677,N/A
592,333077,AC,WH,94,39.1923468012882,-84.6274026423435,N/A
593,325532,AC,BR,113,39.259006053698,-84.3149758226839,N/A
594,345791,AC,CE,79,39.1019514368535,-84.5345431400867,QUEENSGATE
595,325367,AC,WH,92,39.2552080811347,-84.6304446530572,N/A
596,452941,AC,WH,67,39.0995126788028,-84.6023796294478,N/A
597,342236,AC,EH,58,39.1253823719391,-84.4965374728444,WALNUT HILLS
598,320695,AC,EH,147,39.3083106709339,-84.4428366648891,N/A
599,377574,AC,MS,74,39.3289146544493,-84.3218065767796,N/A
600,338496,AC,WH,88,39.1484253090127,-84.5622444508506,MILLVALE
601,338208,AC,CE,73,39.1504961084628,-84.5530486119766,MILLVALE
602,326821,AC,EH,147,39.2454202001995,-84.4724760611776,N/A
603,386526,AC,EH,69,39.1828392652457,-84.418489186799,KENNEDY HEIGHTS
604,522754,AC,BR,87,39.2667349591437,-84.3277913327512,N/A
605,339459,AC,EH,160,39.1452531103147,-84.3908464199758,N/A
606,321313,AC,EH,108,39.2976926226518,-84.4784049754458,N/A
607,323241,AC,CR,109,39.2755951928901,-84.6938910034637,N/A
608,366109,AC,WH,120,39.1952068755969,-84.6435882191182,N/A
609,345367,AC,CE,61,39.1053558495509,-84.5083483248488,DOWNTOWN
610,492280,AC,WH,88,39.2002044577642,-84.6278738764438,N/A
611,1991639,AC,CE,73,39.1610955995346,-84.5455449187644,NORTHSIDE
612,493223,AC,MW,96,39.0821088581432,-84.3623046678065,N/A
613,1457236,AC,CE,57,39.1062367042753,-84.5125095091247,DOWNTOWN
614,2134319,AC,WH,46,39.1236591579036,-84.6042815506395,WEST PRICE HILL
615,348986,AC,MW,101,39.0601980411028,-84.386904720815,N/A
616,332859,AC,EH,153,39.1969415656889,-84.4634203378999,ROSELAWN
617,340537,AC,EH,126,39.138179465074,-84.4368343067071,HYDE PARK
618,348179,AC,CG,59,39.0775859458277,-84.3158253029913,N/A
619,346385,AC,CG,112,39.1000896321047,-84.3487169198826,N/A
620,2093219,AC,WH,78,39.2323128044471,-84.5468105500465,N/A
621,337994,AC,WH,113,39.1488814734837,-84.7151126101965,N/A
622,328019,AB,WH,90,39.2335127352793,-84.5746433223554,N/A
623,345907,AC,CE,57,39.1014405633215,-84.5148065108821,DOWNTOWN
624,455225,AC,MN,86,39.3772922558648,-84.2885541794261,N/A
625,324475,AC,EH,77,39.2659912374192,-84.5136799900913,N/A
626,486283,AC,EH,101,39.1521679686986,-84.5181477229923,CLIFTON
627,333512,AC,WH,82,39.1875307474315,-84.710514394825,N/A
628,347438,AC,MW,102,39.0877364111144,-84.3623714321131,N/A
629,2129819,AC,EH,104,39.1531579986239,-84.4892906513365,AVONDALE
630,472251,AC,BR,61,39.279872670556,-84.3726024682319,N/A
631,321931,AC,EH,129,39.2908738109851,-84.4581299525119,N/A
632,325560,AC,BR,91,39.2583842865515,-84.3367846482358,N/A
633,1444284,AC,MN,53,39.3548596272365,-84.2913515583161,N/A
634,340386,AC,EH,96,39.1383845811587,-84.4858882150032,WALNUT HILLS
635,320674,AC,WH,140,39.3072066563511,-84.5534240463242,N/A
636,567037,AC,EH,126,39.1386260089184,-84.4433314565929,HYDE PARK
637,343513,AC,EH,102,39.1184892404566,-84.4215028102262,COLUMBIA TUSCULUM
638,2012380,AC,WH,47,39.2148361853063,-84.6000039033081,N/A
639,328160,AC,BR,176,39.2365541451176,-84.3067202223407,N/A
640,343816,AC,CE,58,39.1150674991976,-84.5158428967914,OVER-THE-RHINE
641,455822,AC,MN,61,39.3613647954978,-84.2823625938605,N/A
1,340816,AC,EH,113,39.1362276109435,-84.4455310422017,HYDE PARK
2,340954,AC,WH,87,39.1322157825822,-84.6205234935311,N/A
3,334060,AC,BR,86,39.1889985170241,-84.3718849127152,N/A
4,333805,AC,WH,58,39.1879905568067,-84.5699704398768,MT. AIRY
5,348593,AC,MW,61,39.0692965527806,-84.356751910139,N/A
6,497956,AC,BJ,123,39.2572665624482,-84.7309133196897,N/A
7,1451504,AC,CR,101,39.2074840688782,-84.6744501877099,N/A
8,333442,AC,EH,102,39.1914657257003,-84.5206964139123,WINTON HILLS
9,407240,AC,BR,107,39.187577913727,-84.3955492382318,N/A
10,371960,AC,MS,78,39.3306371615377,-84.3305796470594,N/A
11,338143,AB,WH,73,39.1497328821563,-84.6181605908769,N/A
12,341765,AC,EH,61,39.1288706374108,-84.4773527494908,WALNUT HILLS
13,373309,AC,MS,76,39.3346265020044,-84.3379574975894,N/A
14,551734,AC,EH,115,39.2484631352229,-84.4649176914612,N/A
15,346753,AC,MW,97,39.0958277875596,-84.3616622676081,N/A
16,544981,AC,WH,55,39.1607703399657,-84.6382518150868,N/A
17,510149,AC,CR,84,39.2714099561744,-84.6620817868168,N/A
18,346506,AC,WH,69,39.094502003575,-84.6005001810545,N/A
19,527137,AC,MN,62,39.3775355356727,-84.3157754642994,N/A
20,341052,AC,EH,130,39.1347190477226,-84.4351406916247,HYDE PARK
21,1329866,AC,EH,182,39.1801776424971,-84.4921411014042,N/A
22,331956,AC,BR,77,39.2053955460913,-84.3796611376647,N/A
23,342694,AC,MW,192,39.1245508051147,-84.357380009672,N/A
24,324375,AC,EH,158,39.2686234688363,-84.4158720333703,N/A
25,570158,AC,MN,96,39.3919625923277,-84.2989889561384,N/A
26,322712,AC,WH,74,39.283443970412,-84.5586178140442,N/A
27,537856,AC,EH,183,39.1744278962578,-84.532551516296,NORTHSIDE
28,325405,AC,EH,134,39.2578575470554,-84.4600177110978,N/A
29,374608,AC,MS,92,39.3467851163824,-84.3286827222021,N/A
30,326213,AC,BR,66,39.2521474466694,-84.3874845102702,N/A
31,335626,AC,WH,88,39.1697554014034,-84.6259065687905,N/A
32,329578,AC,WH,80,39.2204640338636,-84.5166263079078,N/A
33,347285,AC,WH,72,39.0854497815934,-84.6162733735993,N/A
34,335348,AC,BR,65,39.1765194740033,-84.3828924963008,N/A
35,323885,AC,BR,55,39.273928706897,-84.3668583043779,N/A
36,341116,AC,WH,78,39.1303766035589,-84.6506612475405,N/A
37,340646,AC,WH,83,39.1342624108989,-84.6200890065363,N/A
38,452249,AC,MR,85,39.3485468653562,-84.2860361203759,N/A
39,327915,AC,WH,86,39.2344971683906,-84.5797618578632,N/A
40,2058056,AC,EH,142,39.1783330319877,-84.4585932445487,BOND HILL
41,342184,AC,EH,61,39.1253080446937,-84.5180210215818,CUF
42,322315,AC,WH,86,39.2864214539384,-84.5663508590452,N/A
43,541397,AC,EH,139,39.1790948423872,-84.5387204507993,NORTHSIDE
44,336763,AC,WH,118,39.1581778612264,-84.7080085221498,N/A
45,335073,AC,EH,89,39.1780073768051,-84.4226851327986,PLEASANT RIDGE
46,540077,AC,MN,48,39.3664552344663,-84.3211400148809,N/A
47,459330,AC,MN,85,39.3853629424481,-84.309738535294,N/A
48,327270,AC,BR,69,39.2436948137719,-84.3681446479134,N/A
49,350349,AC,WH,199,39.2480693749815,-84.6541915741186,N/A
50,333199,AC,WH,95,39.1914039943081,-84.6274757354257,N/A
51,543974,AC,BR,66,39.209420596105,-84.4125014767705,N/A
52,485204,AC,WH,106,39.2005396088618,-84.6494798740561,N/A
53,347196,AC,MW,91,39.0905644793244,-84.3757163314285,MT. WASHINGTON
54,329778,AC,WH,79,39.2163707851456,-84.6476740348754,N/A
55,348074,AC,MW,136,39.0776629835699,-84.4108354035035,N/A
56,476945,AC,WH,86,39.2353036313667,-84.5039992438898,N/A
57,363739,AC,WH,38,39.1608368882468,-84.6046081716812,N/A
58,321681,AC,WH,61,39.2921052757827,-84.5387441679865,N/A
59,345087,AC,WH,57,39.1052853914436,-84.6129694368549,N/A
60,504952,AC,EH,110,39.1164873286139,-84.4290757580276,COLUMBIA TUSCULUM
61,347005,AC,MW,93,39.0928754530022,-84.3728837625562,MT. WASHINGTON
62,329256,AC,BR,124,39.2254240815167,-84.4057287442541,N/A
63,343684,AC,MW,70,39.1186174218846,-84.3516386587714,N/A
64,376943,AC,MN,46,39.3820254874084,-84.3351464134815,N/A
65,541394,AC,EH,132,39.179526685147,-84.5391027992912,NORTHSIDE
66,346979,AC,WH,56,39.0891389984346,-84.603866626575,N/A
67,338832,AC,EH,105,39.1467682674239,-84.5271978127598,CLIFTON
68,2161319,AC,EH,97,39.1471404233859,-84.4927264033643,AVONDALE
69,343142,AC,EH,88,39.1195477530855,-84.4857514725571,EAST WALNUT HILLS
70,392420,AC,BJ,158,39.2339836732558,-84.758489208876,N/A
71,374364,AC,MS,85,39.3443497529495,-84.3407273038365,N/A
72,322732,AC,WH,75,39.2841321064121,-84.514319903054,N/A
73,340558,AC,WH,79,39.1354658168037,-84.5868857145253,WESTWOOD
74,334108,AC,EH,105,39.187423808033,-84.4445816465034,N/A
75,398698,AC,CR,87,39.2754182501528,-84.7196092644587,N/A
76,326318,AC,BR,102,39.2520197136777,-84.3333367527492,N/A
77,487600,AC,MN,94,39.3816786510244,-84.2930796211002,N/A
78,339742,AC,EH,117,39.1430729505188,-84.4356588372812,HYDE PARK
79,336705,AC,WH,72,39.1603280803532,-84.6228782765072,N/A
80,364807,AC,EH,122,39.2481359858363,-84.4773578080803,N/A
81,326447,AC,WH,85,39.2466465734354,-84.5863388484201,N/A
82,514765,AC,MS,75,39.329696138187,-84.3335348415336,N/A
83,1351149,AC,WH,58,39.1416176958374,-84.5877873078579,WESTWOOD
84,348349,AC,MW,107,39.0732866590239,-84.3897064344683,N/A
85,375406,AC,MS,83,39.3410603555086,-84.3091644127345,N/A
86,338106,AC,EH,140,39.1520697306181,-84.5009746484598,AVONDALE
87,452634,AC,EH,108,39.2657300915817,-84.4953661799244,N/A
88,328369,AC,WH,69,39.2298321038424,-84.5857375434742,N/A
89,331382,AC,WH,67,39.2063143454759,-84.5746822320752,N/A
90,323838,AC,CR,111,39.2688726435662,-84.6902780145227,N/A
91,2172797,AC,EH,59,39.1238429083615,-84.4801805743669,EAST WALNUT HILLS
92,335224,AC,EH,147,39.1760951538252,-84.4629547598742,BOND HILL
93,327777,AB,WH,108,39.235662564283,-84.5741852905794,N/A
94,346615,AC,CE,80,39.0924715806293,-84.6476778582404,RIVERSIDE
95,335524,AC,BR,53,39.1748796036833,-84.3887901078729,N/A
96,498314,AC,WH,52,39.12131756426,-84.6251970777072,N/A
97,561570,AC,BR,74,39.2188907334078,-84.3971401087732,N/A
98,346218,AC,CE,65,39.0987985732393,-84.5172994172957,DOWNTOWN
99,546902,AC,WH,73,39.1099130608956,-84.5786947786577,WEST PRICE HILL
100,329619,AB,CR,114,39.2169694624828,-84.6939937998812,N/A
101,326159,AC,EH,141,39.2521689271797,-84.4174508292508,N/A
102,1414667,AC,WH,97,39.1239882190821,-84.5784303464972,WEST PRICE HILL
103,326713,AC,WH,103,39.2450573901817,-84.5433750405552,N/A
104,336771,AC,WH,61,39.159815576556,-84.6208082733535,N/A
105,326524,AC,BR,82,39.2495874688144,-84.3720016875207,N/A
106,321611,AC,WH,117,39.2923660046237,-84.562145910155,N/A
107,333701,AC,WH,83,39.1877578183717,-84.627778230736,N/A
108,2234103,AC,EH,118,39.1793125977985,-84.5448086031069,NORTHSIDE
109,340236,AC,EH,108,39.1402436064307,-84.4339865061447,HYDE PARK
110,347786,AC,EHR,54,39.0790359887921,-84.5988509440628,RIVERSIDE
111,338261,AC,EH,165,39.1509410791784,-84.5101539249771,CLIFTON
112,481060,AC,WH,123,39.236696537274,-84.5198968618768,N/A
113,338676,AC,WH,61,39.146666137737,-84.5968405547322,WESTWOOD
114,324916,AC,EH,87,39.2637195942249,-84.4002719220038,N/A
115,335949,AC,WH,127,39.164788813588,-84.725953125107,N/A
116,335986,AC,CE,79,39.1684516657297,-84.5096512916766,SPRING GROVE VILLAGE
117,2171546,AC,EH,93,39.1428965685574,-84.5015715646589,AVONDALE
118,343174,AC,WH,63,39.1172287509927,-84.6084363190511,N/A
119,484511,AC,EH,158,39.144732188979,-84.3835178645375,N/A
120,323784,AC,WH,45,39.2709048640865,-84.607586095724,N/A
121,323117,AC,WH,83,39.2785087564717,-84.6311408119629,N/A
122,484508,AC,EH,158,39.1443081952743,-84.3847851321281,N/A
123,335921,AC,BR,54,39.1709227673479,-84.391525204366,N/A
124,331720,AC,WH,54,39.2048515596166,-84.5113258625347,N/A
125,326806,AC,WH,80,39.2435326989131,-84.5894367040872,N/A
126,320577,AC,CR,86,39.3142414895394,-84.6220958120389,N/A
127,347059,AC,CG,74,39.0928841313708,-84.3255399781011,N/A
128,329322,AC,WH,94,39.2219197415739,-84.5744602613723,N/A
129,330581,AC,WH,70,39.2112597861702,-84.595390520439,N/A
130,333253,AC,WH,123,39.1904303369934,-84.6564707224098,N/A
131,333937,AC,EH,160,39.1882584069073,-84.4791082520183,ROSELAWN
132,339737,AC,WH,83,39.1390877748437,-84.6623527406795,N/A
133,338485,AC,WH,67,39.1477663754277,-84.6022380286622,WESTWOOD
134,332759,AC,WH,118,39.1943339469005,-84.6560825134761,N/A
135,373899,AC,MS,77,39.3372801206362,-84.3366839005152,N/A
136,326683,AC,WH,86,39.2445759428626,-84.5826302614776,N/A
137,321132,AC,WH,99,39.2992322809433,-84.5350275793848,N/A
138,332826,AC,WH,88,39.1960859257019,-84.5276746316272,COLLEGE HILL
139,343924,AC,WH,100,39.1113770917176,-84.679542595098,SAYLER PARK
140,334928,AC,EH,183,39.1781100292737,-84.4962881080321,N/A
141,503319,AC,WH,157,39.2040892860862,-84.6802200636893,N/A
142,348185,AC,CG,87,39.0772225503634,-84.3348447872036,N/A
143,348286,AC,MW,112,39.0744558596384,-84.394420612505,N/A
144,335732,AC,EH,176,39.1710122484608,-84.4951850491383,N/A
145,1445691,AC,MN,98,39.3721204993846,-84.2719718172469,N/A
146,530995,AC,EH,171,39.1614197164463,-84.4058271172189,MADISONVILLE
147,521893,AC,WH,78,39.1487855342801,-84.6912724735255,N/A
148,340332,AC,WH,107,39.1373362730666,-84.5672878652997,NORTH FAIRMOUNT
149,347914,AC,CG,90,39.0815972664023,-84.3467714677707,N/A
150,335366,AC,WH,91,39.1734536279154,-84.5545299452768,MT. AIRY
151,323292,AC,WH,73,39.2773701808574,-84.55914809576,N/A
152,1368889,AB,MN,69,39.3762772745266,-84.3074736337408,N/A
153,340137,AC,WH,79,39.138283181648,-84.5848336462725,WESTWOOD
154,322422,AC,BR,67,39.288874396229,-84.37903069481,N/A
155,471003,AC,EH,117,39.1756018980778,-84.4354609938623,PLEASANT RIDGE
156,348757,AC,CG,108,39.0661750849713,-84.3492378594251,N/A
157,502009,AC,EH,160,39.1467416128533,-84.3764037177282,N/A
158,321631,AC,BR,45,39.2955270737667,-84.3602205964001,N/A
159,519448,AC,WH,78,39.1493902535602,-84.6309733452482,N/A
160,344536,AB,CE,58,39.1105401667339,-84.5128895259131,OVER-THE-RHINE
161,2185434,AC,WH,69,39.219815619546,-84.5609190259491,N/A
162,326039,AC,CR,97,39.2477840570019,-84.7183378295556,N/A
163,324611,AC,WH,55,39.2636460403036,-84.56707500674,N/A
164,514578,AC,WH,80,39.1368427111577,-84.6657682960388,N/A
165,334822,AC,EH,66,39.1806874222708,-84.4098541351371,KENNEDY HEIGHTS
166,401993,AC,MN,49,39.3506897016798,-84.3110308266049,N/A
167,320963,AC,EH,121,39.3024825880603,-84.470668414413,N/A
168,330664,AC,WH,73,39.2107098426695,-84.5921700908756,N/A
169,388661,AC,EH,137,39.1170003477141,-84.5143992787397,OVER-THE-RHINE
170,323613,AC,WH,91,39.2736758533274,-84.5528744380565,N/A
171,323319,AC,BR,58,39.2806580852707,-84.3420622700138,N/A
172,1389794,AC,EH,113,39.1447988044917,-84.5220956891002,CLIFTON
173,323705,AC,BR,82,39.2765300535806,-84.3221355181165,N/A
174,343630,AC,CE,70,39.1159639783279,-84.5262196729462,WEST END
175,325675,AC,WH,126,39.2539076848242,-84.5463809357421,N/A
176,336626,AC,CE,83,39.162842485062,-84.525641392286,SPRING GROVE VILLAGE
177,460769,AC,WH,179,39.1819407518159,-84.6855051928935,N/A
178,343850,AC,CE,77,39.1146104706222,-84.5305321582053,WEST END
179,327684,AC,BR,77,39.2400970573268,-84.3558670304976,N/A
180,325512,AC,BR,71,39.2584707471674,-84.3638896925979,N/A
181,452283,AC,EH,153,39.2895752084738,-84.4182985985328,N/A
182,334140,AC,BR,59,39.1882333525784,-84.3786541274862,N/A
183,342591,AC,EH,52,39.1232655496119,-84.4778599217753,EAST WALNUT HILLS
184,332112,AC,WH,63,39.2009523446145,-84.5734266645476,MT. AIRY
185,346124,AC,WH,140,39.0986379713319,-84.5701250618831,EAST PRICE HILL
186,342756,AC,EH,82,39.1219467583517,-84.4988303443817,WALNUT HILLS
187,351839,AC,WH,90,39.2749004114691,-84.5311313388281,N/A
188,1345687,AC,WH,104,39.1818750381481,-84.6374607228349,N/A
189,1335194,AB,EH,47,39.2728785133991,-84.520978621225,N/A
190,472957,AC,WH,107,39.1367581377281,-84.5714490715115,EAST WESTWOOD
191,452659,AC,BR,63,39.2233738195773,-84.3796216187679,N/A
192,1314231,AC,CE,63,39.114289670821,-84.5197222447479,OVER-THE-RHINE
193,335618,AC,WH,73,39.1700861590604,-84.6152367162729,N/A
194,472821,AC,CE,85,39.0980506713939,-84.5328011772527,QUEENSGATE
195,325421,AC,WH,68,39.2557599642875,-84.5750020430647,N/A
196,344916,AC,CE,81,39.1094693039456,-84.4355598334832,EAST END
197,336782,AC,WH,50,39.159247942388,-84.6447854387525,N/A
198,343302,AC,EH,97,39.1184443593205,-84.4957856895895,WALNUT HILLS
199,347144,AC,WH,56,39.08710128733,-84.6121907664239,N/A
200,334295,AC,EH,65,39.1860998693176,-84.4228836687631,PLEASANT RIDGE
201,535509,AC,EH,88,39.1560391446928,-84.5155572143022,CLIFTON
202,321379,AC,EH,143,39.2971875961361,-84.4543225159374,N/A
203,335241,AB,EH,158,39.175615775271,-84.4792057120727,BOND HILL
204,344936,AC,CE,73,39.1078159105963,-84.5265568083013,WEST END
205,342630,AC,CE,70,39.1218500966321,-84.5440194581281,EAST PRICE HILL
206,344380,AB,CE,61,39.1114383801238,-84.5174071071248,OVER-THE-RHINE
207,377089,AC,MN,85,39.3580062646063,-84.2725996525143,N/A
208,346704,AC,WH,85,39.0921314289958,-84.6155129323285,N/A
209,482346,AC,MN,56,39.3577747399856,-84.2901336748405,N/A
210,367199,AC,EH,156,39.1557740233458,-84.3950860922674,MADISONVILLE
211,334932,AB,EH,113,39.1790329984599,-84.4387307666993,PLEASANT RIDGE
212,2016508,AC,WH,61,39.115067019856,-84.6150819706342,N/A
213,348041,AC,MW,96,39.0791527334817,-84.3663677642846,N/A
214,2253921,AC,WH,83,39.1234034124863,-84.6623809702382,N/A
215,323050,AC,WH,104,39.2792270027452,-84.6326185106193,N/A
216,336094,AC,BR,61,39.169722594907,-84.3844613173309,N/A
217,329652,AC,WH,82,39.2191645739037,-84.5543633321855,N/A
218,369198,AC,BR,63,39.2386485195166,-84.3761930717858,N/A
219,561814,AC,WH,75,39.1560229621693,-84.5815793290302,WESTWOOD
220,357850,AC,BR,62,39.2842244874876,-84.3724606557284,N/A
221,343303,AC,MW,137,39.1207849740017,-84.3547840610732,N/A
222,572504,AC,MR,73,39.3501820763455,-84.2956283003318,N/A
223,322050,AC,BR,75,39.2923929943707,-84.3258685085599,N/A
224,337093,AC,EH,114,39.1594269187696,-84.4802958064502,NORTH AVONDALE - PADDOCK HILLS
225,345856,AC,WH,211,39.1012207629621,-84.5547447691958,EAST PRICE HILL
226,345664,AC,MW,135,39.1056759522295,-84.3694273294867,N/A
227,559965,AC,EH,147,39.1624565039285,-84.4954364134276,N/A
228,1351257,AC,WH,50,39.1489492745035,-84.5985076347431,WESTWOOD
229,335695,AB,EH,128,39.1705831113263,-84.5425556896483,NORTHSIDE
230,349258,AC,CG,107,39.0495397282644,-84.3661965968666,N/A
231,322082,AC,WH,92,39.2892748125522,-84.5019250677322,N/A
232,332718,AC,EH,154,39.1980070413923,-84.4668304609578,N/A
233,374367,AC,MS,89,39.3438865299296,-84.3383533588294,N/A
234,341172,AC,WH,80,39.1303033262561,-84.6338212913338,N/A
235,346868,AC,MW,99,39.0943372790198,-84.3762596431342,MT. WASHINGTON
236,377075,AC,MN,64,39.3680376169438,-84.2838069305725,N/A
237,348969,AC,CA,81,39.060037400253,-84.4208132013934,CALIFORNIA
238,329025,AC,WH,126,39.2225444707726,-84.6777050252006,N/A
239,349330,AC,CG,226,39.0355617761578,-84.3366668473726,N/A
240,326542,AC,WH,108,39.2470642542507,-84.5107980233817,N/A
241,336495,AC,EH,193,39.1636013593036,-84.5576555460773,MT. AIRY
242,567874,AC,CE,62,39.1117430623411,-84.6873126626115,SAYLER PARK
243,323875,AC,EH,84,39.2719644917362,-84.4912584500794,N/A
244,347859,AC,CG,85,39.0825189509338,-84.3366085755373,N/A
245,336618,AC,WH,71,39.1612251940601,-84.6224206590552,N/A
246,343834,AC,CE,63,39.1149210522899,-84.5189178012496,OVER-THE-RHINE
247,338516,AC,EH,142,39.150443102754,-84.440537323904,OAKLEY
248,340072,AC,WH,78,39.1380637936936,-84.6200999523119,WESTWOOD
249,339774,AC,EH,118,39.1427329338583,-84.4469536127239,HYDE PARK
250,525900,AC,EH,131,39.2703698954576,-84.4023204760836,N/A
251,334916,AC,WH,86,39.1767189447892,-84.5825207507128,N/A
252,330736,AC,BR,67,39.2136617790261,-84.3928165012902,N/A
253,364694,AC,WH,80,39.1906005744631,-84.6321755384739,N/A
254,341659,AC,WH,182,39.127831067315,-84.574456621899,WESTWOOD
255,411721,AC,MS,79,39.3612623643219,-84.3405079140977,N/A
256,2004246,AC,WH,68,39.208131095608,-84.5556229392294,COLLEGE HILL
257,363623,AC,EH,155,39.2730103161505,-84.4381695886651,N/A
258,518699,AC,WH,84,39.2090441951317,-84.5784326611955,N/A
259,524266,AC,CG,79,39.0637346567609,-84.3305327228731,N/A
260,521258,AC,WH,88,39.2187637074954,-84.5407884633976,N/A
